0.5778,0.5587,0.5578,0.5952,0.6004,0.5785,0.5633,0.5891,0.6374
0.6592,0.6572,0.6216,0.6085,0.6112,0.6128,0.6529,0.7088,0.7363
0.7489,0.7058,0.6429,0.5873,0.5670,0.6016,0.6419,0.6524,0.6508
0.6166,0.5390,0.4769,0.5002,0.5605,0.6360,0.6831,0.7120,0.7138
0.7362,0.7465,0.7682,0.8129,0.8686,0.9262,0.9440,0.9216,0.8699
0.8556,0.8558,0.8078,0.7273,0.6790,0.7087,0.7707,0.8120,0.8174
0.7937,0.7271,0.6810,0.7056,0.7958,0.8643,0.8867,0.9069,0.9110
0.9453,1.0125,1.0847,1.1299,1.1327,1.0623,0.9476,0.8808,0.8406
0.8507,0.8982,0.9363,0.9496,0.9344,0.9318,0.9092,0.8833,0.8805
0.8800,0.8883,0.8723,0.8338,0.8033,0.7936,0.7940,0.7998,0.8255
0.8418,0.8699,0.8982,0.9021,0.9255,0.9546,0.9703,0.9774,0.9417
0.8935,0.8797,0.8405,0.7860,0.7701,0.7251,0.6656,0.6389,0.6452
0.6772,0.6614,0.6245,0.5974,0.6403,0.6636,0.6219,0.5799,0.5193
0.4954,0.4851,0.4357,0.3793,0.3182,0.3008,0.2953,0.2814,0.2908
0.3178,0.3673,0.3993,0.3921,0.3713,0.3211,0.3128,0.4010,0.4209
0.3542,0.2641,0.2913,0.3639,0.3809,0.3700,0.3869,0.3546,0.3403
0.3508,0.3512,0.3588,0.3514,0.3690,0.3772,0.3585,0.3048,0.3247
0.3320,0.3701,0.4350,0.5044,0.5587,0.5897,0.6116,0.6063,0.5370
0.5248,0.5892,0.6585,0.6291,0.5535,0.5881,0.6819,0.7400,0.7251
0.7136,0.7476,0.7786,0.7564,0.6868,0.6339,0.5997,0.5755,0.5236
0.4061,0.3593,0.3552,0.4852,0.5651,0.5779,0.6501,0.7358,0.7870
0.8025,0.7959,0.7702,0.7357,0.7593,0.8249,0.8576,0.8308,0.7669
0.7636,0.7430,0.8089,0.8886,0.8884,0.8449,0.7947,0.7494,0.7378
0.7477,0.7627,0.7753,0.7645,0.7456,0.7626,0.8144,0.8702,0.8448
0.7089,0.6038,0.6552,0.7604,0.8607,0.9068,0.8555,0.7220,0.6058
0.6491,0.7280,0.6906,0.6342,0.6062,0.5761,0.5829,0.5698,0.5329
0.4825,0.5190,0.6164,0.7293,0.8288,0.8903,0.8804,0.8616,0.8989
0.8966,0.8513,0.7917,0.7849,0.8502,0.9292,0.9818,0.9747,0.8962
0.7958,0.7237,0.6898,0.6689,0.6695,0.6511,0.6193,0.5959,0.5619
0.5149,0.5188,0.5334,0.5305,0.4633,0.4366,0.4483,0.5667,0.6964
0.7182,0.6496,0.6074,0.6274,0.6099,0.5557,0.5136,0.4873,0.4200
0.4271,0.5335,0.6537,0.7560,0.7629,0.7594,0.7325,0.7720,0.8011
0.8220,0.8254,0.8001,0.7955,0.7849,0.7146,0.6125,0.5062,0.4275
0.3861,0.3853,0.3387,0.2624,0.2040,0.1720,0.1546,0.1466,0.1535
0.1731,0.1934,0.2388,0.3180,0.3812,0.3822,0.3730,0.3720,0.3997
0.4684,0.5161,0.5147,0.4835,0.4810,0.4917,0.4995,0.5197,0.5726
0.6180,0.6595,0.6621,0.6663,0.6859,0.7261,0.7251,0.6599,0.5602
0.4452,0.3777,0.4013,0.4586,0.5217,0.5548,0.5541,0.5398,0.5200
0.5437,0.5905,0.6474,0.6950,0.7621,0.8097,0.8197,0.8178,0.8045
0.7916,0.7899,0.7780,0.7141,0.5726,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048,0.7048
