Generated using GEOMAGIA50.v3.3 on Oct/06/2022,,,,,,,,,,,,,,,,,,,
Age[yr.AD],Sigma-ve[yr.],Sigma+ve[yr.],VADM[E22_AmE2],SigmaVADM[E22_AmE2],SiteLat[deg.],SiteLon[deg.],ArcheoVolcanic,,,,,,,,,,,,
1350,50,50,9.8,0.34,42,44.1,Archeo,,,,,,,,,,,,
1350,50,50,6.7,-999,47.5,28.5,Archeo,,,,,,,,,,,,
1350,50,50,8.15,0.49,-36.601,175.791,Archeo,,,,,,,,,,,,
1350,25,25,7.8,-999,35.7,253.7,Archeo,,,,,,,,,,,,
1350,100,100,12.01,0.87,-10,285,Archeo,,,,,,,,,,,,
1350,10,10,9.05,0.32,54.98,49.05,Archeo,,,,,,,,,,,,
1350,150,150,9.18,0.18,-8,281,Archeo,,,,,,,,,,,,
1350,150,150,11.06,-999,-8,281,Archeo,,,,,,,,,,,,
1350,150,150,11.31,-999,-8,281,Archeo,,,,,,,,,,,,
1350,150,150,10.92,0.16,19,261.7,Archeo,,,,,,,,,,,,
1350,50,50,9.62,0.41,34.65,135.5,Archeo,,,,,,,,,,,,
1353,47,47,12.89,-999,-12.0181,283.1861,Archeo,,,,,,,,,,,,
1356,50,50,9.39,0.3,53,0,Archeo,,,,,,,,,,,,
1356,56,56,9.53,0.06,53.32,12.24,Archeo,,,,,,,,,,,,
1360,0,0,9.32,0.52,50.9,4,Archeo,,,,,,,,,,,,
1360,30,30,9.27,0.41,-26.7,293.9,Archeo,,,,,,,,,,,,
1360,30,30,10.04,0.96,-26.7,293.9,Archeo,,,,,,,,,,,,
1360,60,60,8.71,1.04,41,48,Archeo,,,,,,,,,,,,
1360,66,66,8.67,0.69,19.62,258.43,Archeo,,,,,,,,,,,,
1360,66,66,9.43,0.04,19.62,258.43,Archeo,,,,,,,,,,,,
1360,66,66,7.06,0.78,19.62,258.43,Archeo,,,,,,,,,,,,
1360,66,66,10.55,0.76,19.62,258.43,Archeo,,,,,,,,,,,,
1360,-1,-1,10.1,0.85,36.7,251.9,Archeo,,,,,,,,,,,,
1362,37,37,10.88,0.63,35.7,254.1,Archeo,,,,,,,,,,,,
1367,52,52,10.14,1.42,35.6,254.1,Archeo,,,,,,,,,,,,
1370,-1,-1,7.73,-999,47.7,19.5,Archeo,,,,,,,,,,,,
1370,50,50,11.97,0.63,36.8,45.2,Archeo,,,,,,,,,,,,
1370,-1,-1,8.65,-999,50,24,Archeo,,,,,,,,,,,,
1370,80,80,7.57,1.82,-26.7,293.9,Archeo,,,,,,,,,,,,
1370,30,30,9.77,0.48,48.04,359.96,Archeo,,,,,,,,,,,,
1371,50,50,7.53,1.51,39.7,64.3,Archeo,,,,,,,,,,,,
1371,0,0,8.45,0.33,58.5,31.33,Archeo,,,,,,,,,,,,
1372,-1,-1,10.23,-999,40,67,Archeo,,,,,,,,,,,,
1373,2,2,8.71,-999,40.2,24.2,Archeo,,,,,,,,,,,,
1375,25,25,10.87,0.62,42.5,26,Archeo,,,,,,,,,,,,
1375,25,25,9.56,0.34,43.1,25.7,Archeo,,,,,,,,,,,,
1375,75,75,8.19,0.78,39.47,359.63,Archeo,,,,,,,,,,,,
1375,2,2,10.5,-999,40,67,Archeo,,,,,,,,,,,,
1375,75,75,8.97,0.71,39.47,359.63,Archeo,,,,,,,,,,,,
1375,75,75,12.54,1.16,33.19,248.08,Archeo,,,,,,,,,,,,
1375,75,75,14.54,2.08,33.19,248.08,Archeo,,,,,,,,,,,,
1375,25,25,9.27,0.37,43.36,1.26,Archeo,,,,,,,,,,,,
1375,28,28,8.7,0.29,42.23,27.78,Archeo,,,,,,,,,,,,
1375,25,25,8.96,0.22,49.1,2.5,Archeo,,,,,,,,,,,,
1375,28,28,8.72,0.26,42.23,27.78,Archeo,,,,,,,,,,,,
1375,50,50,9.73,0.55,35.1,253.6,Archeo,,,,,,,,,,,,
1376,51,51,7.72,0.37,35.4,253.5,Archeo,,,,,,,,,,,,
1380,30,30,6.73,0.25,47.7,19.5,Archeo,,,,,,,,,,,,
1380,60,60,17.62,1.8,19.59,204.87,Volcanic,,,,,,,,,,,,
1380,60,60,9.98,1.51,-26.7,293.9,Archeo,,,,,,,,,,,,
1380,60,60,9.57,0.31,-26.7,293.9,Archeo,,,,,,,,,,,,
1380,-1,-1,11.27,0.33,-0.34,-78.2,Archeo,,,,,,,,,,,,
1380,40,40,10.16,0.78,35.5,254.1,Archeo,,,,,,,,,,,,
1381,-1,-1,8.41,0.41,37.751,14.9958,Volcanic,,,,,,,,,,,,
1381,5,5,9.05,1.81,37.7,15,Volcanic,,,,,,,,,,,,
1385,135,135,10.11,0.14,14.7,269.5,Archeo,,,,,,,,,,,,
1385,0,0,9.04,0.25,41.93,25.5,Archeo,,,,,,,,,,,,
1385,-1,-1,7.66,0.67,5,294.674,Archeo,,,,,,,,,,,,
1385,-1,-1,11.12,-999,40,67,Archeo,,,,,,,,,,,,
1386,44,44,8.86,0.88,-23.03,293.94,Archeo,,,,,,,,,,,,
1387,609,562,8.96,1.04,18.3192,76.1444,Archeo,,,,,,,,,,,,
1390,90,90,12.2,0.9,-16.3,167.5,Archeo,,,,,,,,,,,,
1390,0,0,9.28,0.99,63.95,-19.97,Volcanic,,,,,,,,,,,,
1390,20,20,11.25,0.38,36.8,45.2,Archeo,,,,,,,,,,,,
1390,70,70,10.27,0.73,-26.7,293.9,Archeo,,,,,,,,,,,,
1390,60,60,11.31,1.27,-26.7,293.9,Archeo,,,,,,,,,,,,
1392,109,109,8.42,0.15,53.87,10.81,Archeo,,,,,,,,,,,,
1393,0,0,10.16,0.96,43.1,25.7,Archeo,,,,,,,,,,,,
1395,53,53,9.79,2.03,37.6,61.8,Archeo,,,,,,,,,,,,
1396,206,206,8.89,1.85,37.6,61.8,Archeo,,,,,,,,,,,,
1397,62,62,4.94,0.43,-22.31,29.28,Archeo,,,,,,,,,,,,
1400,100,100,8.82,0.47,19.69,261.16,Archeo,,,,,,,,,,,,
1400,100,100,7.86,0.74,19.69,261.16,Archeo,,,,,,,,,,,,
1400,100,100,7.68,0.51,19.69,261.16,Archeo,,,,,,,,,,,,
1400,66,66,9.75,0.47,-22.95,293.94,Archeo,,,,,,,,,,,,
1400,200,200,11.64,1.08,-8,281,Archeo,,,,,,,,,,,,
1400,100,100,6.3,1.18,12.79,358.91,Archeo,,,,,,,,,,,,
1400,5,5,9.95,0.06,58.3,26.7,Archeo,,,,,,,,,,,,
1400,-1,-1,10.03,0.78,-11.52,282.83,Archeo,,,,,,,,,,,,
1400,100,100,8.52,0.24,12.79,358.91,Archeo,,,,,,,,,,,,
1400,40,40,9.8,0.36,36.8,45.2,Archeo,,,,,,,,,,,,
1400,50,50,10.84,1.13,36.8,45.2,Archeo,,,,,,,,,,,,
1400,0,0,7.02,0.06,40.64,22.94,Archeo,,,,,,,,,,,,
1400,25,25,8.06,-999,52.6,356.9,Archeo,,,,,,,,,,,,
1400,100,100,9.19,1.84,43,41,Archeo,,,,,,,,,,,,
1400,50,50,21.39,1.73,33.05,248.6,Archeo,,,,,,,,,,,,
1400,100,100,12.1,-999,22,255,Archeo,,,,,,,,,,,,
1400,-1,-1,14.23,0.02,19.47,205.1,Volcanic,,,,,,,,,,,,
1400,-1,-1,14.36,0.16,19.47,205.1,Volcanic,,,,,,,,,,,,
1400,100,100,9.04,0.12,51.48,0,Archeo,,,,,,,,,,,,
1400,100,100,9.42,0.74,37.779,334.357,Volcanic,,,,,,,,,,,,
1400,100,100,10.81,0.34,42,44,Archeo,,,,,,,,,,,,
1400,100,100,10.3,0.32,-10,285,Archeo,,,,,,,,,,,,
1400,-1,-1,9.88,-999,32.2,249.1,Archeo,,,,,,,,,,,,
1401,100,100,8.62,0.29,53.87,10.81,Archeo,,,,,,,,,,,,
1402,252,252,7.76,0.11,53.87,10.81,Archeo,,,,,,,,,,,,
1402,34,34,10.68,0.18,34.7,112.67,Archeo,,,,,,,,,,,,
1403,2,2,9.17,-999,40,67,Archeo,,,,,,,,,,,,
1405,15,15,10.34,0.1,35.6,254.1,Archeo,,,,,,,,,,,,
1405,15,15,11.22,0.26,35.6,254.1,Archeo,,,,,,,,,,,,
1406,85,85,7.38,0.49,-23.34,310.62,Archeo,,,,,,,,,,,,
1408,-1,-1,9.86,0.43,37.751,14.9958,Volcanic,,,,,,,,,,,,
1409,41,41,9.31,-999,25.3,110.2,Archeo,,,,,,,,,,,,
1410,110,110,8.28,0.16,11.217,289.743,Archeo,,,,,,,,,,,,
1410,10,10,8.51,0.52,39.02,356.18,Archeo,,,,,,,,,,,,
1412,-1,-1,9.65,-999,50.5,24,Archeo,,,,,,,,,,,,
1415,50,50,8.82,1.88,60.3,20.1,Archeo,,,,,,,,,,,,
1415,50,50,8.45,0.62,60.3,20.1,Archeo,,,,,,,,,,,,
1415,15,15,7.97,0.53,56,8.8,Archeo,,,,,,,,,,,,
1415,85,85,6.74,0.21,43.1,25.7,Archeo,,,,,,,,,,,,
1415,50,50,8.43,1.8,60.3,20.1,Archeo,,,,,,,,,,,,
1415,50,50,8.88,1.89,60.3,20.1,Archeo,,,,,,,,,,,,
1417,-1,-1,10.23,-999,40,64.5,Archeo,,,,,,,,,,,,
1418,50,50,9.4,1.87,39.7,64.3,Archeo,,,,,,,,,,,,
1420,10,10,7.01,0.6,44.7,20.9,Archeo,,,,,,,,,,,,
1421,10,10,11.29,1.12,34.7,139.4,Volcanic,,,,,,,,,,,,
1424,50,50,9.63,1.99,37.6,61.8,Archeo,,,,,,,,,,,,
1424,97,34,9.79,0.36,19.456,205.0745,Volcanic,,,,,,,,,,,,
1425,25,25,8.52,0.17,49.1,2.5,Archeo,,,,,,,,,,,,
1425,124,124,9.08,0.44,53.87,10.81,Archeo,,,,,,,,,,,,
1425,124,124,8.83,0.21,53.87,10.81,Archeo,,,,,,,,,,,,
1425,25,25,8.58,0.57,43.9,281.2,Archeo,,,,,,,,,,,,
1425,50,50,11,1.34,54,107.5,Archeo,,,,,,,,,,,,
1426,80,80,9.36,0.18,-23.34,310.62,Archeo,,,,,,,,,,,,
1428,-1,-1,9.2,0.51,37,22.8,Archeo,,,,,,,,,,,,
1428,-1,-1,7.68,-999,37,22.8,Archeo,,,,,,,,,,,,
1428,8,8,9.4,0.67,51,20.5,Archeo,,,,,,,,,,,,
1430,100,100,8.56,0.16,47.7,19.5,Archeo,,,,,,,,,,,,
1430,100,100,9.34,0.49,47.7,19.5,Archeo,,,,,,,,,,,,
1430,20,20,7.8,0.56,12.79,358.91,Archeo,,,,,,,,,,,,
1430,20,20,9.22,1.26,12.79,358.91,Archeo,,,,,,,,,,,,
1431,1,1,8.36,0.32,37,22.8,Archeo,,,,,,,,,,,,
1431,-1,-1,8.79,0.54,19.4,246.5,Volcanic,,,,,,,,,,,,
1432,19,16,17.46,1.81,19.592,204.873,Volcanic,,,,,,,,,,,,
1433,50,50,8.69,1.73,39.7,64.3,Archeo,,,,,,,,,,,,
1435,100,100,10.97,0.6,19.69,261.16,Archeo,,,,,,,,,,,,
1435,15,15,11.14,1.1,34.69,139.41,Volcanic,,,,,,,,,,,,
1440,-1,-1,8.44,0.32,43.71,10.4,Archeo,,,,,,,,,,,,
1440,20,20,8.59,0.52,56,9.8,Archeo,,,,,,,,,,,,
1440,40,40,8.32,0.22,56.3,10.5,Archeo,,,,,,,,,,,,
1440,30,30,8.75,0.47,-39.4,288,Volcanic,,,,,,,,,,,,
1443,-1,-1,12.74,-999,19.483,205.1,Volcanic,,,,,,,,,,,,
1443,-1,-1,10.04,1.28,19.483,205.1,Volcanic,,,,,,,,,,,,
1444,-1,-1,8.76,0.37,37.751,14.9958,Volcanic,,,,,,,,,,,,
1444,49,49,6.17,1.3,37.6,61.8,Archeo,,,,,,,,,,,,
1450,500,500,8.58,0.27,-18.57,246.58,Volcanic,,,,,,,,,,,,
1450,2,2,8.17,0.34,47,4.8,Archeo,,,,,,,,,,,,
1450,50,50,9.87,0.41,40,-1,Archeo,,,,,,,,,,,,
1450,50,50,8.35,0.35,40,-1,Archeo,,,,,,,,,,,,
1450,50,50,8.21,0.19,40,-1,Archeo,,,,,,,,,,,,
1450,150,150,9.81,1.95,43,41,Archeo,,,,,,,,,,,,
1450,50,50,8.14,1.63,43.2,40.6,Archeo,,,,,,,,,,,,
1450,50,50,8.62,0.32,47.4,28.8,Archeo,,,,,,,,,,,,
1450,50,50,8.31,0.32,47.4,28.8,Archeo,,,,,,,,,,,,
1450,25,25,8.57,0.08,47.93,2.14,Archeo,,,,,,,,,,,,
1450,50,50,10.45,0.57,60.3,20.1,Archeo,,,,,,,,,,,,
1450,50,50,11.17,2.32,43.2,40.6,Archeo,,,,,,,,,,,,
1450,60,60,10.18,0.43,-26.7,293.9,Archeo,,,,,,,,,,,,
1450,-1,-1,13.07,0.44,11.93,79.9,Archeo,,,,,,,,,,,,
1450,50,50,8.5,-999,42,44,Archeo,,,,,,,,,,,,
1450,50,50,9.02,0.3,43.36,1.26,Archeo,,,,,,,,,,,,
1450,50,50,12.84,0.25,24,32.8,Archeo,,,,,,,,,,,,
1450,50,50,10.58,1.55,24,32.8,Archeo,,,,,,,,,,,,
1450,50,50,8.62,-999,42,44.1,Archeo,,,,,,,,,,,,
1450,50,50,8.53,-999,42,44.1,Archeo,,,,,,,,,,,,
1450,200,200,13,0.65,19.43,204.74,Volcanic,,,,,,,,,,,,
1450,50,50,9.8,-999,42,44.1,Archeo,,,,,,,,,,,,
1450,50,50,9.23,1.85,41,48,Archeo,,,,,,,,,,,,
1450,150,150,8.71,1.45,41,48,Archeo,,,,,,,,,,,,
1450,50,50,8.24,0.03,41.728,43.166,Archeo,,,,,,,,,,,,
1450,50,50,8.59,0.37,41.728,43.166,Archeo,,,,,,,,,,,,
1450,50,50,13.54,-999,-8.4,281.2,Archeo,,,,,,,,,,,,
1450,50,50,14.29,-999,-8.4,281.2,Archeo,,,,,,,,,,,,
1450,30,30,13.96,0.36,-36.814,175.696,Archeo,,,,,,,,,,,,
1450,500,500,8.78,0.34,-18.18,246.65,Volcanic,,,,,,,,,,,,
1450,500,500,7.92,0.25,-18.35,246.62,Volcanic,,,,,,,,,,,,
1460,60,60,10.41,1.24,36.8,45.2,Archeo,,,,,,,,,,,,
1460,70,70,9.24,0.55,-26.7,293.9,Archeo,,,,,,,,,,,,
1460,-1,-1,9.55,-999,51,20.5,Archeo,,,,,,,,,,,,
1460,50,50,10.78,1.02,-26.7,293.9,Archeo,,,,,,,,,,,,
1464,-1,-1,9.08,-999,40,67,Archeo,,,,,,,,,,,,
1465,-1,-1,8.67,-999,50.63,3.07,Archeo,,,,,,,,,,,,
1465,5,5,6.44,0.59,51,20.5,Archeo,,,,,,,,,,,,
1466,75,75,11.14,1.17,-23.34,310.62,Archeo,,,,,,,,,,,,
1468,68,68,7.88,-999,56.5,9.4,Archeo,,,,,,,,,,,,
1468,68,68,9.16,0.78,56.5,9.4,Archeo,,,,,,,,,,,,
1470,-1,-1,15.5,0.65,28.257,343.392,Volcanic,,,,,,,,,,,,
1470,-1,-1,7.96,3.1,28.653,342.141,Volcanic,,,,,,,,,,,,
1470,-1,-1,10.52,0.2,28.257,343.392,Volcanic,,,,,,,,,,,,
1470,-1,-1,6.62,1.19,28.653,342.141,Volcanic,,,,,,,,,,,,
1470,-1,-1,8.26,1.47,28.6,342.1,Volcanic,,,,,,,,,,,,
1470,5,5,10.54,2.11,32.8,130.1,Volcanic,,,,,,,,,,,,
1470,-1,-1,8.14,1.83,28.653,342.141,Volcanic,,,,,,,,,,,,
1471,10,10,9.94,0.77,31.6,130.7,Volcanic,,,,,,,,,,,,
1473,50,50,8.4,-999,52.1,359.3,Archeo,,,,,,,,,,,,
1475,30,142,13.41,1.68,19.711,204.448,Volcanic,,,,,,,,,,,,
1475,25,25,7.21,0.69,43.6,21.3,Archeo,,,,,,,,,,,,
1475,165,165,9.72,0.9,9.617,289.807,Archeo,,,,,,,,,,,,
1475,25,25,8.9,0.92,39.5,359.57,Archeo,,,,,,,,,,,,
1475,5,5,8.52,0.15,50,20,Archeo,,,,,,,,,,,,
1475,25,25,9.51,0.72,60.1,24.4,Archeo,,,,,,,,,,,,
1480,50,50,8.05,0.27,47.7,19.5,Archeo,,,,,,,,,,,,
1480,50,50,8.67,0.25,47.7,19.5,Archeo,,,,,,,,,,,,
1480,50,50,9.61,0.21,47.7,19.5,Archeo,,,,,,,,,,,,
1480,50,50,9.2,0.58,59.2,12,Archeo,,,,,,,,,,,,
1481,1,1,8.31,0.83,55.7,37.3,Archeo,,,,,,,,,,,,
1483,173,165,10.66,0.13,19.5,204.69,Volcanic,,,,,,,,,,,,
1484,5,5,8.06,0.28,43.71,10.4,Archeo,,,,,,,,,,,,
1485,50,50,8.12,1.74,61,24.4,Archeo,,,,,,,,,,,,
1485,15,15,8.97,0.24,61,24.4,Archeo,,,,,,,,,,,,
1485,50,50,9.82,2.08,61,24.4,Archeo,,,,,,,,,,,,
1486,-1,-1,6.95,0.61,55.7,37.3,Archeo,,,,,,,,,,,,
1486,11,11,7.78,0.34,50.9,4,Archeo,,,,,,,,,,,,
1489,61,61,8.98,0.3,53.87,10.81,Archeo,,,,,,,,,,,,
1490,-1,-1,8.7,0.39,55.7,37.3,Archeo,,,,,,,,,,,,
1490,20,20,10.82,1.13,36.8,45.2,Archeo,,,,,,,,,,,,
1490,5,5,9.35,0.81,60.2,24.6,Archeo,,,,,,,,,,,,
1490,50,50,9.16,-999,60.3,24.1,Archeo,,,,,,,,,,,,
1490,60,60,9.7,0.61,60.3,20.1,Archeo,,,,,,,,,,,,
1490,-1,-1,9.95,0.14,59.3,39.7,Archeo,,,,,,,,,,,,
1493,3,3,8.91,-999,39.4,22.8,Archeo,,,,,,,,,,,,
1495,0,0,8.11,0.26,47.2,5.2,Archeo,,,,,,,,,,,,
1497,-1,-1,11.1,-999,59.3,39.7,Archeo,,,,,,,,,,,,
1497,9,9,9.14,0.3,32.05,118.83,Archeo,,,,,,,,,,,,
1499,20,20,13.56,0.08,35.64,253.67,Archeo,,,,,,,,,,,,
1500,250,250,9.6,2.18,-18.2,181.2,Archeo,,,,,,,,,,,,
1500,100,100,9.07,0.05,40,-1,Archeo,,,,,,,,,,,,
1500,100,100,10.23,0.31,40,-1,Archeo,,,,,,,,,,,,
1500,30,30,6.84,0.14,47.7,19.5,Archeo,,,,,,,,,,,,
1500,50,50,8.98,1.11,56.1,9.7,Archeo,,,,,,,,,,,,
1500,20,20,11.68,0.69,-12,282.9,Archeo,,,,,,,,,,,,
1500,100,100,8.6,1.71,51.8,358.7,Archeo,,,,,,,,,,,,
1500,100,100,12.6,1.31,36.8,45.2,Archeo,,,,,,,,,,,,
1500,0,0,8.47,0.1,40.64,22.94,Archeo,,,,,,,,,,,,
1500,21,21,8.92,-999,35.6,253.7,Archeo,,,,,,,,,,,,
1500,100,100,8.35,1.67,43,41,Archeo,,,,,,,,,,,,
1500,-1,-1,11.51,1.97,19.47,205.1,Volcanic,,,,,,,,,,,,
1500,-1,-1,12.03,-999,19.47,205.1,Volcanic,,,,,,,,,,,,
1500,50,50,8.7,0.57,37.1694,127.0883,Archeo,,,,,,,,,,,,
1500,20,20,9.06,0.2,41.9,12.45,Archeo,,,,,,,,,,,,
1500,200,200,9.46,0.34,42,44.1,Archeo,,,,,,,,,,,,
1500,30,30,10.71,-999,-12,283,Archeo,,,,,,,,,,,,
1500,30,30,11.44,-999,-12,283,Archeo,,,,,,,,,,,,
1500,30,30,11.68,-999,-12,283,Archeo,,,,,,,,,,,,
1500,20,20,7.55,0.56,44.65,7.48,Archeo,,,,,,,,,,,,
1500,50,50,6.79,0.46,41.8,23.5,Archeo,,,,,,,,,,,,
1502,50,50,8.31,1.74,-23.2,310.6,Archeo,,,,,,,,,,,,
1506,138,138,9.61,1.92,28.2,106.8,Archeo,,,,,,,,,,,,
1506,138,138,8.21,-999,25.3,110.2,Archeo,,,,,,,,,,,,
1506,138,138,9,-999,25.3,110.2,Archeo,,,,,,,,,,,,
1506,138,138,9.31,-999,25.3,110.2,Archeo,,,,,,,,,,,,
1506,138,138,8.9,0.26,36.78,115.78,Archeo,,,,,,,,,,,,
1508,1,1,7.99,0.11,40.2,24.2,Archeo,,,,,,,,,,,,
1508,3,3,7.55,0.07,55.7,37.3,Archeo,,,,,,,,,,,,
1508,1,1,8.59,0.44,40.2,24.2,Archeo,,,,,,,,,,,,
1510,-1,-1,8.61,0.3,55.7,37.3,Archeo,,,,,,,,,,,,
1510,20,20,9.23,0.58,42.7,23.3,Archeo,,,,,,,,,,,,
1510,10,10,8.6,0.59,36.8,45.2,Archeo,,,,,,,,,,,,
1511,-1,-1,9.14,0.76,55.7,37.3,Archeo,,,,,,,,,,,,
1511,50,50,7.48,-999,52.2,0.1,Archeo,,,,,,,,,,,,
1512,77,77,9.2,0.86,-36.814,175.696,Archeo,,,,,,,,,,,,
1512,50,50,10.53,1.29,54,107.5,Archeo,,,,,,,,,,,,
1515,147,147,9.01,0.12,28.17,119.2,Archeo,,,,,,,,,,,,
1515,147,147,9.27,0.12,29.28,117.18,Archeo,,,,,,,,,,,,
1515,15,15,8.94,1.03,-40.997,174.945,Archeo,,,,,,,,,,,,
1515,25,25,8.42,0.13,35.7,253.7,Archeo,,,,,,,,,,,,
1517,0,0,8,0.13,47.9,1.9,Archeo,,,,,,,,,,,,
1519,151,151,12.95,0.3,32.05,118.83,Archeo,,,,,,,,,,,,
1519,-1,-1,9.95,0.29,59.3,39.7,Archeo,,,,,,,,,,,,
1520,10,10,8.78,0.75,43.43,28.3,Archeo,,,,,,,,,,,,
1520,91,91,9.12,0.73,39.5,359.57,Archeo,,,,,,,,,,,,
1520,60,60,10.57,1.57,-26.7,293.9,Archeo,,,,,,,,,,,,
1520,-1,-1,10.81,-999,50,24,Archeo,,,,,,,,,,,,
1520,10,10,8.47,1.09,60.9,24.3,Archeo,,,,,,,,,,,,
1523,-1,-1,10.38,0.29,59.3,39.7,Archeo,,,,,,,,,,,,
1524,-1,-1,6.8,0.46,55.7,37.3,Archeo,,,,,,,,,,,,
1525,15,15,7.88,0.71,45.8,4.9,Archeo,,,,,,,,,,,,
1525,25,25,9.76,0.29,41.93,25.9,Archeo,,,,,,,,,,,,
1525,75,75,9.12,0.92,39.5,359.57,Archeo,,,,,,,,,,,,
1525,15,15,8.95,-999,61.4,21.9,Archeo,,,,,,,,,,,,
1525,25,25,8.27,0.5,49.1,2.5,Archeo,,,,,,,,,,,,
1528,3,3,9.75,0.3,55.7,37.3,Archeo,,,,,,,,,,,,
1528,3,3,9.36,0.68,55.7,37.3,Archeo,,,,,,,,,,,,
1528,80,80,8.75,0.26,53.87,10.81,Archeo,,,,,,,,,,,,
1528,80,80,8.8,0.59,53.87,10.81,Archeo,,,,,,,,,,,,
1529,80,80,8.03,0.57,53.87,10.81,Archeo,,,,,,,,,,,,
1529,13,13,10.27,0.49,-36.607,175.786,Archeo,,,,,,,,,,,,
1530,0,0,9.55,0.64,47.7,19.5,Archeo,,,,,,,,,,,,
1530,100,100,7.84,-999,47.7,19.5,Archeo,,,,,,,,,,,,
1530,0,0,9.71,0.81,47.7,19.5,Archeo,,,,,,,,,,,,
1530,50,50,7.73,1.55,53,0,Archeo,,,,,,,,,,,,
1530,30,30,11.41,0.32,36.8,45.2,Archeo,,,,,,,,,,,,
1530,201,125,8.79,1.08,19.3476,204.6104,Volcanic,,,,,,,,,,,,
1530,201,125,8.79,0.54,19.3475,204.6104,Volcanic,,,,,,,,,,,,
1530,10,10,9.58,0.57,19.5,72.75,Archeo,,,,,,,,,,,,
1530,114,114,12.03,0.53,-35.9,144.5,Archeo,,,,,,,,,,,,
1531,1,1,9.82,0.98,55.7,37.3,Archeo,,,,,,,,,,,,
1532,1,1,8.57,0.08,43.71,10.4,Archeo,,,,,,,,,,,,
1532,-1,-1,11.24,-999,59.3,39.7,Archeo,,,,,,,,,,,,
1533,-1,-1,10.67,0.14,59.3,39.7,Archeo,,,,,,,,,,,,
1533,-1,-1,10.52,0.14,59.3,39.7,Archeo,,,,,,,,,,,,
1535,5,5,8.4,0.3,48.9,2.3,Archeo,,,,,,,,,,,,
1535,1,1,8.32,1.66,39.7,64.3,Archeo,,,,,,,,,,,,
1535,5,5,8.1,-999,40.2,24.2,Archeo,,,,,,,,,,,,
1535,5,5,7.12,-999,40.2,24.2,Archeo,,,,,,,,,,,,
1535,35,35,9.63,0.11,37.18,356.42,Archeo,,,,,,,,,,,,
1536,-1,-1,8.42,0.18,56.5,9.4,Archeo,,,,,,,,,,,,
1536,-1,-1,7.43,0.16,37.751,14.9958,Volcanic,,,,,,,,,,,,
1536,-1,-1,9.05,0.99,37.751,14.9958,Volcanic,,,,,,,,,,,,
1536,5,5,8.61,1.72,37.7,15,Volcanic,,,,,,,,,,,,
1537,-1,-1,13.96,2.22,37.75,15,Volcanic,,,,,,,,,,,,
1537,-1,-1,12.08,-999,-3.7,288.7,Archeo,,,,,,,,,,,,
1539,1,1,7.53,1.51,39.7,64.3,Archeo,,,,,,,,,,,,
1539,56,56,9.49,1.97,37.6,61.8,Archeo,,,,,,,,,,,,
1539,-1,-1,11.99,0.72,59.3,39.7,Archeo,,,,,,,,,,,,
1539,-1,-1,10.96,0.43,59.3,39.7,Archeo,,,,,,,,,,,,
1540,5,5,9.1,-999,40.2,24.2,Archeo,,,,,,,,,,,,
1540,25,25,8.87,0.04,52.27,10.52,Archeo,,,,,,,,,,,,
1540,90,90,8.96,0.9,-41.3,287.7,Volcanic,,,,,,,,,,,,
1542,0,0,8.23,0.33,49.4,1.1,Archeo,,,,,,,,,,,,
1542,-1,-1,9.14,0.61,55.7,37.3,Archeo,,,,,,,,,,,,
1543,50,50,6,-999,52.2,0.1,Archeo,,,,,,,,,,,,
1544,-1,-1,10.38,0.58,59.3,39.7,Archeo,,,,,,,,,,,,
1545,5,5,13.87,0.29,19.01,262.71,Volcanic,,,,,,,,,,,,
1545,55,55,11.68,1.02,9.86,352.55,Archeo,,,,,,,,,,,,
1545,45,45,9.46,0.88,-42.199,173.877,Archeo,,,,,,,,,,,,
1545,80,80,9.91,0.99,-44.197,171.018,Archeo,,,,,,,,,,,,
1546,39,39,6.46,0.25,-22.31,29.27,Archeo,,,,,,,,,,,,
1549,50,50,8.53,0.85,41.3,60.5,Archeo,,,,,,,,,,,,
1549,50,50,8.55,0.85,41.3,60.5,Archeo,,,,,,,,,,,,
1549,113,113,11.42,0.18,34.7,112.67,Archeo,,,,,,,,,,,,
1550,50,50,8.44,0.31,35.35,137.2,Archeo,,,,,,,,,,,,
1550,5,5,14.25,1.32,21.18,255.47,Volcanic,,,,,,,,,,,,
1550,1,1,8.34,0.5,49.4,1.1,Archeo,,,,,,,,,,,,
1550,50,50,8.45,0.52,40,-1,Archeo,,,,,,,,,,,,
1550,50,50,8.83,0.1,40,-1,Archeo,,,,,,,,,,,,
1550,50,50,10.33,0.5,40,-1,Archeo,,,,,,,,,,,,
1550,100,100,9.07,0.22,9.88,352.59,Archeo,,,,,,,,,,,,
1550,50,50,10.3,2.06,47.2,102.8,Archeo,,,,,,,,,,,,
1550,5,5,7.34,0.36,59,23.57,Archeo,,,,,,,,,,,,
1550,50,50,8.62,0.48,47.4,28.8,Archeo,,,,,,,,,,,,
1550,50,50,8.78,-999,47.4,28.8,Archeo,,,,,,,,,,,,
1550,10,10,11,0.77,42.45,26,Archeo,,,,,,,,,,,,
1550,50,50,10.1,0.31,43.5,26.5,Archeo,,,,,,,,,,,,
1550,50,50,10.07,0.44,43.2,27.45,Archeo,,,,,,,,,,,,
1550,50,50,9.69,1.94,43,41,Archeo,,,,,,,,,,,,
1550,50,50,8.48,-999,42,44.1,Archeo,,,,,,,,,,,,
