Generated using GEOMAGIA50.v3.3 on Oct/06/2022,,,,,,,,,,,,,,,,,,,
Age[yr.AD],Sigma-ve[yr.],Sigma+ve[yr.],VADM[E22_AmE2],SigmaVADM[E22_AmE2],SiteLat[deg.],SiteLon[deg.],ArcheoVolcanic,,,,,,,,,,,,
-400,150,150,20.84,4.17,31,101.9,Archeo,,,,,,,,,,,,
-400,250,250,10.08,-999,38,23.7,Archeo,,,,,,,,,,,,
-400,10,10,12.55,0.42,38.8,29.8,Archeo,,,,,,,,,,,,
-400,100,100,10.31,0.92,14.61,269.47,Archeo,,,,,,,,,,,,
-400,-1,-1,13.15,0.15,11.07,79.58,Archeo,,,,,,,,,,,,
-400,100,100,9.12,-999,43.75,90.2,Archeo,,,,,,,,,,,,
-400,-1,-1,15.46,0.64,11.07,79.58,Archeo,,,,,,,,,,,,
-400,50,50,12.06,0.02,41.998,44.403,Archeo,,,,,,,,,,,,
-400,100,100,10.7,0.65,43.1,25.7,Archeo,,,,,,,,,,,,
-400,20,20,12.93,0.57,43.1,24.3,Archeo,,,,,,,,,,,,
-400,-1,-1,15.12,0.09,38.4014,352.5597,Archeo,,,,,,,,,,,,
-400,100,100,9.63,1.1,42,43,Archeo,,,,,,,,,,,,
-400,100,100,14.19,1.55,42,43,Archeo,,,,,,,,,,,,
-395,25,25,9.74,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-395,5,5,13.48,0.09,38.8,29.8,Archeo,,,,,,,,,,,,
-393,22,22,9.39,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-393,193,193,14.08,0.23,31.682,34.975,Archeo,,,,,,,,,,,,
-393,193,193,13.95,0.35,31.682,34.975,Archeo,,,,,,,,,,,,
-393,193,193,13.43,0.23,31.682,34.975,Archeo,,,,,,,,,,,,
-393,193,193,12.57,0.48,31.682,34.975,Archeo,,,,,,,,,,,,
-392,-1,-1,8.27,1.77,17.4,246.8,Volcanic,,,,,,,,,,,,
-390,10,10,14.33,0.02,38.8,29.8,Archeo,,,,,,,,,,,,
-390,10,10,12.18,0.14,38.8,29.8,Archeo,,,,,,,,,,,,
-390,90,90,16.14,0.38,39.6,358.7,Archeo,,,,,,,,,,,,
-390,100,100,10.38,1.28,54,107.5,Archeo,,,,,,,,,,,,
-387,13,13,12.04,0.11,38.8,29.8,Archeo,,,,,,,,,,,,
-384,16,16,13.55,0.11,38.8,29.8,Archeo,,,,,,,,,,,,
-382,23,23,11.12,0.48,32.2,48.3,Archeo,,,,,,,,,,,,
-380,23,23,7.33,1.07,19.61,257.93,Volcanic,,,,,,,,,,,,
-380,23,23,7.31,1.07,19.6128,257.9286,Volcanic,,,,,,,,,,,,
-380,20,180,14.71,0.54,42.85,246.83,Volcanic,,,,,,,,,,,,
-380,20,180,14.86,0.7,42.96,246.78,Volcanic,,,,,,,,,,,,
-380,20,20,7.93,0.39,29.87,31.21,Archeo,,,,,,,,,,,,
-375,25,25,12.39,0.04,38.8,29.8,Archeo,,,,,,,,,,,,
-375,10,10,13.72,0.05,38.8,29.8,Archeo,,,,,,,,,,,,
-375,25,25,10.21,0.99,42.25,24.08,Archeo,,,,,,,,,,,,
-375,25,25,14.41,0.03,41.997,44.404,Archeo,,,,,,,,,,,,
-375,25,25,10.58,0.27,41.997,44.404,Archeo,,,,,,,,,,,,
-375,25,25,13.45,0.86,41.997,44.404,Archeo,,,,,,,,,,,,
-375,25,25,10.78,1.33,42.3,45.5,Archeo,,,,,,,,,,,,
-375,25,25,11.49,1.28,42,43,Archeo,,,,,,,,,,,,
-375,25,25,14.03,1.4,38,58,Archeo,,,,,,,,,,,,
-374,17,17,8.31,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-370,50,50,9.56,0.13,48.1,11.6,Archeo,,,,,,,,,,,,
-370,40,40,8.07,0.45,36.0194,126.7369,Archeo,,,,,,,,,,,,
-365,2,2,12.21,0.19,38.8,29.8,Archeo,,,,,,,,,,,,
-365,35,35,9.8,1.11,42,43,Archeo,,,,,,,,,,,,
-363,13,13,11.16,0.04,38.8,29.8,Archeo,,,,,,,,,,,,
-363,19,19,8.08,-999,38,23.7,Archeo,,,,,,,,,,,,
-363,223,223,13.45,0.01,31.682,34.975,Archeo,,,,,,,,,,,,
-363,223,223,12.76,0.01,31.682,34.975,Archeo,,,,,,,,,,,,
-363,223,223,11.46,0.9,31.682,34.975,Archeo,,,,,,,,,,,,
-362,13,13,14.72,0.19,38.8,29.8,Archeo,,,,,,,,,,,,
-362,15,15,8.31,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-360,40,40,10.62,2.13,41.9,41.7,Archeo,,,,,,,,,,,,
-360,15,15,11.15,-999,42,43,Archeo,,,,,,,,,,,,
-355,-1,-1,14.12,0.35,38.4972,352.6825,Archeo,,,,,,,,,,,,
-352,49,49,13.31,1.77,39.5,30,Archeo,,,,,,,,,,,,
-352,49,49,12.44,2.92,39.5,30,Archeo,,,,,,,,,,,,
-351,49,49,12.65,2.97,39.5,30,Archeo,,,,,,,,,,,,
-351,50,50,11.42,1.58,39.5,30,Archeo,,,,,,,,,,,,
-350,150,150,11.66,2.34,43,41,Archeo,,,,,,,,,,,,
-350,75,75,12.34,1.18,16.7,266.8,Archeo,,,,,,,,,,,,
-350,150,150,10,1.19,55.2,109.5,Archeo,,,,,,,,,,,,
-350,150,150,7.23,0.66,-6,282,Archeo,,,,,,,,,,,,
-350,50,50,12.37,0.39,38.8,29.8,Archeo,,,,,,,,,,,,
-350,50,50,12.97,0.72,38.8,29.8,Archeo,,,,,,,,,,,,
-350,-1,-1,13.83,0.13,25,32.8,Archeo,,,,,,,,,,,,
-350,150,150,14.78,1.34,40.27,22.5,Archeo,,,,,,,,,,,,
-350,50,50,11.38,0.57,40.45,21.16,Archeo,,,,,,,,,,,,
-350,10,10,13.19,0.12,38.8,29.8,Archeo,,,,,,,,,,,,
-350,10,10,13.39,0.16,38.8,29.8,Archeo,,,,,,,,,,,,
-350,150,150,11.45,-999,42,44,Archeo,,,,,,,,,,,,
-350,50,50,8.61,0.96,42.1,42.3,Archeo,,,,,,,,,,,,
-350,50,50,10.94,1.35,42.3,45.5,Archeo,,,,,,,,,,,,
-350,50,50,11.62,1.41,42.3,45.5,Archeo,,,,,,,,,,,,
-350,100,100,8.11,0.76,28.3666,79.1166,Archeo,,,,,,,,,,,,
-350,100,100,8.12,0.38,23.5333,77.8,Archeo,,,,,,,,,,,,
-350,100,100,9.51,0.86,29.15,78.05,Archeo,,,,,,,,,,,,
-350,50,50,9.51,0.48,-14.32,284.89,Archeo,,,,,,,,,,,,
-350,100,100,10.3,1.18,42,44.1,Archeo,,,,,,,,,,,,
-350,25,25,8.77,1.01,42.1,42.3,Archeo,,,,,,,,,,,,
-350,50,50,11.88,0.49,45.5,36.5,Archeo,,,,,,,,,,,,
-350,130,130,11.68,0.74,30.35,112.2,Archeo,,,,,,,,,,,,
-350,50,50,14.7,-999,42,43,Archeo,,,,,,,,,,,,
-350,50,50,8.23,-999,42.3,45.5,Archeo,,,,,,,,,,,,
-350,50,50,12.32,-999,42.1,42.3,Archeo,,,,,,,,,,,,
-350,50,50,13.06,-999,42.1,42.3,Archeo,,,,,,,,,,,,
-350,10,10,13.08,0.81,46.2,30.4,Archeo,,,,,,,,,,,,
-350,50,50,13.08,-999,42.1,42.3,Archeo,,,,,,,,,,,,
-350,10,10,12.12,0.48,46.2,30.4,Archeo,,,,,,,,,,,,
-350,50,50,15.78,1.57,38,58,Archeo,,,,,,,,,,,,
-350,10,10,13.57,0.32,46.2,30.4,Archeo,,,,,,,,,,,,
-350,50,50,12.34,1.23,39.65,66.95,Archeo,,,,,,,,,,,,
-350,10,10,13.08,0.32,46.2,30.4,Archeo,,,,,,,,,,,,
-350,50,50,13.15,1.31,40,67,Archeo,,,,,,,,,,,,
-348,127,127,6.79,0.14,30.62,120.02,Archeo,,,,,,,,,,,,
-348,127,127,7.25,0.08,30.62,120.02,Archeo,,,,,,,,,,,,
-348,127,127,8.28,0.33,30.62,120.02,Archeo,,,,,,,,,,,,
-348,127,127,8.59,0.23,30.62,120.02,Archeo,,,,,,,,,,,,
-348,127,127,7.81,0.47,30.62,120.02,Archeo,,,,,,,,,,,,
-348,127,127,9.62,0.56,30.62,120.02,Archeo,,,,,,,,,,,,
-348,127,127,9.33,0.7,30.62,120.02,Archeo,,,,,,,,,,,,
-348,127,127,8.09,0.39,30.62,120.02,Archeo,,,,,,,,,,,,
-348,127,127,9.06,0.33,30.62,120.02,Archeo,,,,,,,,,,,,
-348,127,127,8.88,0.14,30.62,120.02,Archeo,,,,,,,,,,,,
-348,127,127,9.31,0.1,30.62,120.02,Archeo,,,,,,,,,,,,
-348,127,127,7.91,0.1,30.62,120.02,Archeo,,,,,,,,,,,,
-348,127,127,10.07,0.21,30.61,121.02,Archeo,,,,,,,,,,,,
-348,127,127,9.6,0.66,30.61,121.02,Archeo,,,,,,,,,,,,
-348,127,127,8.86,0.31,30.61,121.02,Archeo,,,,,,,,,,,,
-348,127,127,7.56,0.04,30.61,121.02,Archeo,,,,,,,,,,,,
-348,127,127,9.39,0.29,30.61,121.02,Archeo,,,,,,,,,,,,
-348,127,127,9.87,0.31,30.61,121.02,Archeo,,,,,,,,,,,,
-348,127,127,10.4,0.21,30.61,121.02,Archeo,,,,,,,,,,,,
-348,127,127,9.72,0.54,30.61,121.02,Archeo,,,,,,,,,,,,
-348,127,127,9.64,0.47,30.61,121.02,Archeo,,,,,,,,,,,,
-348,127,127,8.79,0.25,30.61,121.02,Archeo,,,,,,,,,,,,
-348,127,127,9.08,0.39,30.61,121.02,Archeo,,,,,,,,,,,,
-348,127,127,11.02,0.18,34.9,113.65,Archeo,,,,,,,,,,,,
-348,127,127,11.38,0.17,30.61,121.02,Archeo,,,,,,,,,,,,
-345,15,15,9.74,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-345,-1,-1,12.13,0.26,38.4972,352.6825,Archeo,,,,,,,,,,,,
-343,16,16,9.76,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-340,5,5,12.46,0.18,38.8,29.8,Archeo,,,,,,,,,,,,
-338,12,12,12.79,0.07,38.8,29.8,Archeo,,,,,,,,,,,,
-337,3,3,9.46,1.88,37.6,24.3,Archeo,,,,,,,,,,,,
-335,15,15,10.45,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-335,5,5,13.53,0.05,38.8,29.8,Archeo,,,,,,,,,,,,
-335,5,5,14,0.28,38.8,29.8,Archeo,,,,,,,,,,,,
-330,10,10,11.71,0.02,38.8,29.8,Archeo,,,,,,,,,,,,
-330,10,10,12.83,0.11,38.8,29.8,Archeo,,,,,,,,,,,,
-330,50,50,11.33,0.81,42.65,27.72,Archeo,,,,,,,,,,,,
-325,12,12,11.9,0.02,38.8,29.8,Archeo,,,,,,,,,,,,
-325,25,25,12.5,1.37,40.59,23.79,Archeo,,,,,,,,,,,,
-325,25,25,12.13,1.03,40.59,23.79,Archeo,,,,,,,,,,,,
-325,5,5,12.63,0.07,38.8,29.8,Archeo,,,,,,,,,,,,
-325,15,15,13.98,0.12,38.8,29.8,Archeo,,,,,,,,,,,,
-325,217,217,12.17,1.67,16.73,266.74,Archeo,,,,,,,,,,,,
-325,25,25,11.51,0.86,42.25,24.08,Archeo,,,,,,,,,,,,
-325,25,25,12.19,1.22,41.8,44.7,Archeo,,,,,,,,,,,,
-325,-1,-1,12.27,0.39,38.4972,352.6825,Archeo,,,,,,,,,,,,
-325,-1,-1,12.75,0.35,38.4972,352.6825,Archeo,,,,,,,,,,,,
-325,5,5,16.6,1.67,39.65,66.95,Archeo,,,,,,,,,,,,
-320,100,100,14.06,2.17,30,31,Archeo,,,,,,,,,,,,
-316,16,16,13.32,0.09,38.8,29.8,Archeo,,,,,,,,,,,,
-312,12,12,12.21,0.09,38.8,29.8,Archeo,,,,,,,,,,,,
-312,12,12,12.69,0.16,38.8,29.8,Archeo,,,,,,,,,,,,
-310,73,73,9.89,0.27,-35.9,144.5,Archeo,,,,,,,,,,,,
-310,40,40,11.66,1.3,42,43,Archeo,,,,,,,,,,,,
-305,5,5,12.14,0.11,38.8,29.8,Archeo,,,,,,,,,,,,
-305,5,5,11.85,0.12,38.8,29.8,Archeo,,,,,,,,,,,,
-302,14,14,7.93,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-300,100,100,10.29,1.04,43,41,Archeo,,,,,,,,,,,,
-300,-1,-1,12.3,-999,19.6,267.3,Volcanic,,,,,,,,,,,,
-300,250,250,16.98,3.4,31,101.9,Archeo,,,,,,,,,,,,
-300,250,250,9.74,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-300,100,100,13.51,0.26,38.8,29.8,Archeo,,,,,,,,,,,,
-300,100,100,11.85,2.36,42.1,42.3,Archeo,,,,,,,,,,,,
-300,100,100,11.81,0.04,12.58,76.88,Archeo,,,,,,,,,,,,
-300,-1,-1,12.73,0.74,10.92,79.82,Archeo,,,,,,,,,,,,
-300,-1,-1,11.11,0.74,10.33,79.83,Archeo,,,,,,,,,,,,
-300,-1,-1,12.78,1.11,10.92,79.82,Archeo,,,,,,,,,,,,
-300,-1,-1,13.02,0.49,10.92,79.82,Archeo,,,,,,,,,,,,
-300,50,50,9.29,0.44,41.998,44.403,Archeo,,,,,,,,,,,,
-300,250,250,12.44,1.24,50.2,14.2,Archeo,,,,,,,,,,,,
-300,750,750,9.88,1.42,37.807,334.374,Volcanic,,,,,,,,,,,,
-300,100,100,9.11,0.69,29.87,31.21,Archeo,,,,,,,,,,,,
-300,100,100,12.14,0.88,39.66,-1.4,Archeo,,,,,,,,,,,,
-300,100,100,14.09,0.05,39.66,-1.4,Archeo,,,,,,,,,,,,
-300,100,100,12,0.19,39.66,-1.4,Archeo,,,,,,,,,,,,
-300,100,100,13.65,0.07,39.66,-1.4,Archeo,,,,,,,,,,,,
-300,100,100,13.36,0.12,39.66,-1.4,Archeo,,,,,,,,,,,,
-300,100,100,11.94,0.16,39.66,-1.4,Archeo,,,,,,,,,,,,
-300,100,100,12.35,0.38,39.66,-1.4,Archeo,,,,,,,,,,,,
-300,100,100,13.58,0.19,39.66,-1.4,Archeo,,,,,,,,,,,,
-300,150,150,9.95,0.66,41.26,-6.86,Archeo,,,,,,,,,,,,
-300,250,250,9.94,2.6,38,136,Archeo,,,,,,,,,,,,
-300,10,10,9.97,1.13,42,43,Archeo,,,,,,,,,,,,
-300,50,50,8.45,1.15,42,43,Archeo,,,,,,,,,,,,
-300,100,100,10.81,1.22,42,43,Archeo,,,,,,,,,,,,
-300,100,100,10.3,1.17,42,43,Archeo,,,,,,,,,,,,
-300,100,100,9.97,1.13,42,43,Archeo,,,,,,,,,,,,
-300,100,100,13.09,-999,41.9,44.4,Archeo,,,,,,,,,,,,
-299,97,97,11.36,0.46,20.69,255.97,Archeo,,,,,,,,,,,,
-299,97,97,10.01,0.79,20.69,255.97,Archeo,,,,,,,,,,,,
-293,92,92,11.11,0.53,43.691,4.135,Archeo,,,,,,,,,,,,
-293,93,93,9.5,0.63,41.26,-6.86,Archeo,,,,,,,,,,,,
-290,10,10,12.2,0.07,38.8,29.8,Archeo,,,,,,,,,,,,
-290,100,100,9.71,0.87,50.375,1.92,Archeo,,,,,,,,,,,,
-290,70,70,10.67,0.88,29.87,31.21,Archeo,,,,,,,,,,,,
-290,70,70,9.69,0.29,29.87,31.21,Archeo,,,,,,,,,,,,
-290,30,30,13.49,1.25,42.5,25.4,Archeo,,,,,,,,,,,,
-290,-1,-1,14.53,0.25,38.3958,352.6131,Archeo,,,,,,,,,,,,
-287,26,26,7.94,-999,38,23.7,Archeo,,,,,,,,,,,,
-287,74,88,8.31,0.85,19.4002,72.795,Archeo,,,,,,,,,,,,
-286,65,65,8.53,-999,28,110.1,Archeo,,,,,,,,,,,,
-286,65,65,8.33,-999,30.7,104,Archeo,,,,,,,,,,,,
-285,80,80,17.21,0.95,19,261.52,Volcanic,,,,,,,,,,,,
-285,80,80,17.21,0.95,18.9893,261.518,Volcanic,,,,,,,,,,,,
-282,227,227,10.39,0.63,52.43,12.89,Archeo,,,,,,,,,,,,
-282,227,227,10.7,2,52.43,12.89,Archeo,,,,,,,,,,,,
-282,-1,-1,12.47,0.8,19.6598,-156.0086,Volcanic,,,,,,,,,,,,
-282,100,100,10.24,1.26,54,107.5,Archeo,,,,,,,,,,,,
-282,227,227,10.24,0.27,52.43,12.89,Archeo,,,,,,,,,,,,
-281,-1,-1,7.23,2.07,19.483,205.1,Volcanic,,,,,,,,,,,,
-280,20,20,10.72,1.07,37.2,67.3,Archeo,,,,,,,,,,,,
-280,30,30,11.73,1.18,37.2,67.3,Archeo,,,,,,,,,,,,
-280,1,1,12.52,1.13,42.25,24.08,Archeo,,,,,,,,,,,,
-280,-1,-1,13.68,0.19,38.3958,352.6131,Archeo,,,,,,,,,,,,
-280,-1,-1,14.09,0.18,38.3958,352.6131,Archeo,,,,,,,,,,,,
-280,20,20,10.41,1.04,39.65,66.95,Archeo,,,,,,,,,,,,
-280,30,30,11.4,1.15,39.65,66.95,Archeo,,,,,,,,,,,,
-279,1,1,13.01,0.37,42.24,25.22,Archeo,,,,,,,,,,,,
-275,75,75,11.76,0.49,43.1,25.7,Archeo,,,,,,,,,,,,
-275,25,25,12.16,0.45,43.565,3.907,Archeo,,,,,,,,,,,,
-275,85,85,9.9,0.61,41.26,-6.86,Archeo,,,,,,,,,,,,
-275,75,75,13.01,-999,42,43,Archeo,,,,,,,,,,,,
-271,140,140,16.33,1.15,65.59,343.0603,Volcanic,,,,,,,,,,,,
-271,191,191,11.35,-999,65.7,342.8,Volcanic,,,,,,,,,,,,
-268,27,27,7.5,-999,38,23.7,Archeo,,,,,,,,,,,,
-267,23,23,9.39,2.04,35,25,Archeo,,,,,,,,,,,,
-265,10,10,12.41,0.44,38.8,29.8,Archeo,,,,,,,,,,,,
-265,-1,-1,14.44,0.19,38.3958,352.6131,Archeo,,,,,,,,,,,,
-265,60,60,11.32,-999,42,43,Archeo,,,,,,,,,,,,
-262,129,129,10.89,0.98,41.81,-2.44,Archeo,,,,,,,,,,,,
-253,46,46,11.4,1.58,39.5,30,Archeo,,,,,,,,,,,,
-250,10,10,10.45,1.05,37.2,67.3,Archeo,,,,,,,,,,,,
-250,100,100,11.6,0.3,38.8,29.8,Archeo,,,,,,,,,,,,
-250,50,50,11.44,0.86,40.796,22.057,Archeo,,,,,,,,,,,,
-250,25,25,13.74,0.1,27.9,30.9,Archeo,,,,,,,,,,,,
-250,50,50,11.25,0.55,40,21.9,Archeo,,,,,,,,,,,,
-250,50,50,11.58,0.4,40,21.9,Archeo,,,,,,,,,,,,
-250,50,50,13.65,0.41,39.7,16.4,Archeo,,,,,,,,,,,,
-250,250,250,10.91,-999,60.6,22,Archeo,,,,,,,,,,,,
-250,-1,-1,12.46,0.03,11.08,77.37,Archeo,,,,,,,,,,,,
-250,50,50,10.1,1.26,42.3,45.5,Archeo,,,,,,,,,,,,
-250,50,50,11.45,1.84,42.3,45.5,Archeo,,,,,,,,,,,,
-250,50,50,12.01,1.29,41.9,43.5,Archeo,,,,,,,,,,,,
-250,100,100,7.95,0.11,29.5,30.6,Archeo,,,,,,,,,,,,
-250,10,10,11.91,0.65,43.72,26.71,Archeo,,,,,,,,,,,,
-250,150,150,5.74,0.53,19.6837,261.1551,Archeo,,,,,,,,,,,,
-250,150,150,5.77,0.25,19.6837,261.1551,Archeo,,,,,,,,,,,,
-250,150,150,6.09,0.38,19.6837,261.1551,Archeo,,,,,,,,,,,,
-250,150,150,8.93,0.4,19.6837,261.1551,Archeo,,,,,,,,,,,,
-250,150,150,7.63,0.46,19.6837,261.1551,Archeo,,,,,,,,,,,,
-250,150,150,6.65,1.15,19.6837,261.1551,Archeo,,,,,,,,,,,,
-250,150,150,5.41,0.73,19.6837,261.1551,Archeo,,,,,,,,,,,,
-250,100,100,9.8,0.67,29.15,78.05,Archeo,,,,,,,,,,,,
-250,25,25,9.27,1.05,19.5,72.75,Archeo,,,,,,,,,,,,
-250,50,50,5.47,0.48,-14.32,284.89,Archeo,,,,,,,,,,,,
-250,50,50,10.61,0.46,43.7,26.75,Archeo,,,,,,,,,,,,
-250,50,50,9.3,0.29,29.87,31.21,Archeo,,,,,,,,,,,,
-250,30,30,10.35,0.33,16.461,81.957,Archeo,,,,,,,,,,,,
-250,50,50,9.59,0.49,29.87,31.21,Archeo,,,,,,,,,,,,
-250,100,100,11.79,1.43,42.3,45.5,Archeo,,,,,,,,,,,,
-250,100,100,10.44,1.3,42.3,45.5,Archeo,,,,,,,,,,,,
-250,50,50,8.42,0.67,19.205,73.8856,Archeo,,,,,,,,,,,,
-250,50,50,11.79,0.37,11.4619,79.4002,Archeo,,,,,,,,,,,,
-250,50,50,12.5,1.39,42,43,Archeo,,,,,,,,,,,,
-250,60,60,13.01,1.44,42,43,Archeo,,,,,,,,,,,,
-250,150,150,12.67,1.4,42,43,Archeo,,,,,,,,,,,,
-250,50,50,7.32,-999,42.3,45.5,Archeo,,,,,,,,,,,,
-250,50,50,8.68,-999,41.9,44.4,Archeo,,,,,,,,,,,,
-250,40,40,11.89,0.48,46.7,31.9,Archeo,,,,,,,,,,,,
-250,40,40,11.41,0.64,46.7,31.9,Archeo,,,,,,,,,,,,
-250,40,40,11.57,0.16,46.7,31.9,Archeo,,,,,,,,,,,,
-250,10,10,10.17,1.02,39.65,66.95,Archeo,,,,,,,,,,,,
-250,50,50,12.56,1.25,37.2,67.3,Archeo,,,,,,,,,,,,
-250,50,50,11.45,1.14,37.2,67.3,Archeo,,,,,,,,,,,,
-250,50,50,11.25,2.25,37.2,67.3,Archeo,,,,,,,,,,,,
-250,250,250,5.88,1.34,-18.2,181.2,Archeo,,,,,,,,,,,,
-249,-1,-1,13.57,0.57,43.41,246.47,Volcanic,,,,,,,,,,,,
-249,-1,-1,12.73,0.17,43.39,246.51,Volcanic,,,,,,,,,,,,
-246,138,186,12.14,3.55,19.12,204.43,Volcanic,,,,,,,,,,,,
-240,20,20,11.04,1.11,37.2,67.3,Archeo,,,,,,,,,,,,
-240,70,70,7.62,-999,19.46,204.71,Volcanic,,,,,,,,,,,,
-240,70,70,5.94,-999,19.46,204.71,Volcanic,,,,,,,,,,,,
-240,40,40,10.32,0.85,43.72,26.71,Archeo,,,,,,,,,,,,
-240,60,60,13.84,0.33,39.6,358.7,Archeo,,,,,,,,,,,,
-240,20,20,11.7,0.07,44.06,12.62,Archeo,,,,,,,,,,,,
-240,160,160,15.95,0.92,19.69,261.16,Archeo,,,,,,,,,,,,
-240,160,160,12.35,0.74,19.69,261.16,Archeo,,,,,,,,,,,,
-240,160,160,13,0.67,19.69,261.16,Archeo,,,,,,,,,,,,
-240,20,20,11.05,1.11,37.2,67.3,Archeo,,,,,,,,,,,,
-238,15,15,8.48,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-230,170,170,15.5,0.13,36.47,138.57,Volcanic,,,,,,,,,,,,
-230,170,170,15.19,0.22,36.47,138.57,Volcanic,,,,,,,,,,,,
-230,170,170,15.59,0.32,36.47,138.57,Volcanic,,,,,,,,,,,,
-230,110,110,10.41,0.35,34.9,133.25,Archeo,,,,,,,,,,,,
-225,75,75,10.56,0.48,34.8,40.8,Archeo,,,,,,,,,,,,
-225,25,25,9.95,1,37.2,67.3,Archeo,,,,,,,,,,,,
-225,25,25,8.54,0.85,50.45,1.7,Archeo,,,,,,,,,,,,
-225,135,135,9.57,0.7,50.375,1.92,Archeo,,,,,,,,,,,,
-225,75,75,12.15,0.53,44.9,19.8,Archeo,,,,,,,,,,,,
-221,29,29,9.14,2.26,39.5,30,Archeo,,,,,,,,,,,,
-220,24,24,8.73,1.74,37.6,24.3,Archeo,,,,,,,,,,,,
-220,-1,-1,13.35,0.07,38.232,352.5361,Archeo,,,,,,,,,,,,
-220,-1,-1,13.07,0.16,38.232,352.5361,Archeo,,,,,,,,,,,,
-215,5,5,10.72,0.14,38.8,29.8,Archeo,,,,,,,,,,,,
-215,5,5,11.32,0.12,38.8,29.8,Archeo,,,,,,,,,,,,
-214,7,7,7.1,-999,34.4,109.2,Archeo,,,,,,,,,,,,
-214,7,7,8.35,-999,34.4,109.2,Archeo,,,,,,,,,,,,
-214,7,7,9.42,-999,40,116.2,Archeo,,,,,,,,,,,,
-206,4,4,8.83,-999,38,23.7,Archeo,,,,,,,,,,,,
-205,187,187,8.41,0.08,53.07,14.07,Archeo,,,,,,,,,,,,
-205,187,187,10.59,0.42,53.07,14.07,Archeo,,,,,,,,,,,,
-201,17,17,11.4,2.68,39.5,30,Archeo,,,,,,,,,,,,
-200,100,100,8.92,1.79,43,41,Archeo,,,,,,,,,,,,
-200,75,75,11.19,0.3,16.6,266.5,Archeo,,,,,,,,,,,,
-200,75,75,10.08,0.16,16.6,266.5,Archeo,,,,,,,,,,,,
-200,75,75,10.67,-999,16.7,266.7,Archeo,,,,,,,,,,,,
-200,100,100,10.63,2.13,42.1,42.3,Archeo,,,,,,,,,,,,
-200,-1,-1,11.33,0.41,25,32.8,Archeo,,,,,,,,,,,,
-200,-1,-1,10.62,0.29,25.9,32.8,Archeo,,,,,,,,,,,,
-200,-1,-1,11.34,0.27,26.2,32.7,Archeo,,,,,,,,,,,,
-200,100,100,11.92,0.76,19.4,260.8,Archeo,,,,,,,,,,,,
-200,300,300,12.53,1.6,40.8,23.8,Archeo,,,,,,,,,,,,
-200,-1,-1,11.13,0.03,11.17,77.9,Archeo,,,,,,,,,,,,
-200,200,200,10.24,-999,41.8,44.7,Archeo,,,,,,,,,,,,
-200,100,100,6.71,0.55,14.61,269.47,Archeo,,,,,,,,,,,,
-200,100,100,5.21,0.57,14.61,269.47,Archeo,,,,,,,,,,,,
-200,50,50,10.32,0.97,35.5,354,Archeo,,,,,,,,,,,,
-200,100,100,9.51,2.5,33.2,43.5,Archeo,,,,,,,,,,,,
-200,100,100,8.42,0.38,23.1833,75.7666,Archeo,,,,,,,,,,,,
-200,100,100,11.19,0.35,34.6,135.6,Archeo,,,,,,,,,,,,
-200,100,100,12.16,1.66,42,43,Archeo,,,,,,,,,,,,
-200,100,100,9.12,1.05,42,43,Archeo,,,,,,,,,,,,
-200,100,100,12.33,1.49,42,43,Archeo,,,,,,,,,,,,
-192,100,100,9.9,1.23,54,107.5,Archeo,,,,,,,,,,,,
-191,191,191,11.35,1.52,64.03,338.0287,Volcanic,,,,,,,,,,,,
-190,10,10,10.92,0.28,38.8,29.8,Archeo,,,,,,,,,,,,
-190,20,20,8.26,0.72,44.831,359.961,Archeo,,,,,,,,,,,,
-190,20,20,10.85,0.72,44.831,359.961,Archeo,,,,,,,,,,,,
-190,150,150,10.11,0.56,41.22,-6.95,Archeo,,,,,,,,,,,,
-180,180,180,9.64,0.78,41.47,-2.63,Archeo,,,,,,,,,,,,
-177,25,25,9.74,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-176,-1,-1,12.17,0.88,43.3,246.68,Volcanic,,,,,,,,,,,,
-175,25,25,9.93,1,37.2,67.3,Archeo,,,,,,,,,,,,
-175,25,25,9.74,-999,37.9,22.9,Archeo,,,,,,,,,,,,
-175,25,25,11.06,0.07,38.8,29.8,Archeo,,,,,,,,,,,,
-175,25,25,9.96,1.18,42.1,42.3,Archeo,,,,,,,,,,,,
-175,25,25,9.95,1,37.2,67.3,Archeo,,,,,,,,,,,,
-170,30,30,10.73,0.02,31.682,34.975,Archeo,,,,,,,,,,,,
-170,30,30,10.67,0.01,31.682,34.975,Archeo,,,,,,,,,,,,
-170,30,30,9.74,0.55,31.682,34.975,Archeo,,,,,,,,,,,,
-170,120,120,9.25,0.32,41.26,-6.86,Archeo,,,,,,,,,,,,
-170,-1,-1,10.89,0.09,38.7667,352.4972,Archeo,,,,,,,,,,,,
